domain,agency,status,redirect,xml,items,pdfs,completion
nationalhousing.gov,"Department of Housing and Urban Development",500,"undefined",false,0,0,0
opportunityzones.gov,"Department of Housing and Urban Development",200,"https://www.hud.gov/opportunity-zones",false,0,3,0
huduser.gov,"Department of Housing and Urban Development",202,"https://huduser.gov/sitemap.xml",false,0,0,1
hudoig.gov,"Department of Housing and Urban Development",403,"https://hudoig.gov/sitemap.xml",false,0,0,0
cjis.gov,"Department of Justice",200,"http://www.cjis.gov/sitemap.xml",false,0,3,0
hudhomestore.gov,"Department of Housing and Urban Development",200,"https://www.hudhomestore.gov/sitemap.xml",false,0,0,0
fha.gov,"Department of Housing and Urban Development",200,"https://www.hud.gov/fha",false,0,0,0
ginniemae.gov,"Department of Housing and Urban Development",404,"https://www.ginniemae.gov/sitemap.xml",false,0,0,0
hud.gov,"Department of Housing and Urban Development",404,"https://www.hud.gov/sitemap.xml",false,0,0,0
disasterhousing.gov,"Department of Housing and Urban Development",200,"https://www.hud.gov/",false,0,0,0
usss.gov,"Department of Homeland Security",200,"https://www.secretservice.gov/",false,0,0,0
uscg.gov,"Department of Homeland Security",500,"undefined",false,0,0,0
us-cert.gov,"Department of Homeland Security",200,"https://www.cisa.gov/sitemap.xml",true,24631,9743,0.6494845360824743
tsa.gov,"Department of Homeland Security",200,"https://www.tsa.gov/sitemap.xml",true,4477,1,0.9565217391304348
uscis.gov,"Department of Homeland Security",200,"https://www.uscis.gov/sitemap.xml",true,19684,15926,0.9672131147540983
stopransomware.gov,"Department of Homeland Security",200,"https://www.cisa.gov/stopransomware",false,0,0,0
secretservice.gov,"Department of Homeland Security",200,"https://www.secretservice.gov/sitemap.xml",true,3142,0,0.9361702127659575
together.gov,"Department of Homeland Security",404,"https://www.together.gov/sitemap.xml",false,0,0,0
schoolsafety.gov,"Department of Homeland Security",200,"https://www.schoolsafety.gov/sitemap.xml",true,1458,0,0.8
readybusiness.gov,"Department of Homeland Security",200,"https://www.ready.gov/business",false,0,0,0
ready.gov,"Department of Homeland Security",200,"https://www.ready.gov/sitemap.xml",true,370,0,0.9285714285714286
power2prevent.gov,"Department of Homeland Security",500,"undefined",false,0,0,0
preventionresourcefinder.gov,"Department of Homeland Security",200,"https://www.dhs.gov/prevention",false,0,0,0
safetyact.gov,"Department of Homeland Security",200,"https://www.safetyact.gov/sitemap/",false,0,0,0
ns.gov,"Department of Homeland Security",500,"undefined",false,0,0,0
nmsc.gov,"Department of Homeland Security",500,"undefined",false,0,0,0
nic.gov,"Department of Homeland Security",403,"undefined",false,0,0,0
know2protect.gov,"Department of Homeland Security",200,"https://www.dhs.gov/know2protect",false,0,0,0
niem.gov,"Department of Homeland Security",503,"undefined",false,0,0,0
listo.gov,"Department of Homeland Security",200,"https://www.ready.gov/es/sitemap.xml",true,370,0,0.9142857142857143
homelandsecurity.gov,"Department of Homeland Security",200,"https://www.dhs.gov/",false,0,0,0
juntos.gov,"Department of Homeland Security",404,"https://www.juntos.gov/sitemap.xml",false,0,0,0
ice.gov,"Department of Homeland Security",200,"https://www.ice.gov/sitemap.xml",true,23130,0,0.8860759493670887
globalentry.gov,"Department of Homeland Security",200,"https://www.cbp.gov/travel/trusted-traveler-programs/global-entry",false,0,0,0
floodsmart.gov,"Department of Homeland Security",200,"https://www.floodsmart.gov/sitemap.xml",true,149,0,0.9444444444444444
get.gov,"Department of Homeland Security",200,"https://get.gov/sitemap.xml",true,46,0,1
fletc.gov,"Department of Homeland Security",200,"https://www.fletc.gov/sitemap.xml",true,909,0,0.9236641221374046
firstrespondertraining.gov,"Department of Homeland Security",404,"https://www.firstrespondertraining.gov/sitemap.xml",false,0,0,1
evus.gov,"Department of Homeland Security",404,"https://www.evus.gov/sitemap.xml",false,0,0,1
fleta.gov,"Department of Homeland Security",200,"https://www.fleta.gov/sitemap.xml",true,711,0,0.6597938144329897
everify.gov,"Department of Homeland Security",200,"https://www.e-verify.gov/sitemap.xml",true,1448,438,0.8604651162790697
fema.gov,"Department of Homeland Security",200,"https://www.fema.gov/sitemap.xml",true,4500,0,0.04268292682926833
dns.gov,"Department of Homeland Security",500,"undefined",false,0,0,0
e-verify.gov,"Department of Homeland Security",200,"https://www.e-verify.gov/sitemap.xml",true,1448,438,0.8604651162790697
dotgov.gov,"Department of Homeland Security",200,"https://get.gov/sitemap.xml",true,46,0,1
disasterassistance.gov,"Department of Homeland Security",200,"https://www.disasterassistance.gov/sitemap.xml",true,155,0,0.8235294117647058
cyber.gov,"Department of Homeland Security",200,"https://www.cisa.gov/sitemap.xml",true,24631,9743,0.6494845360824743
cybersecurity.gov,"Department of Homeland Security",200,"https://www.cisa.gov/sitemap.xml",true,24631,9743,0.6494845360824743
dhs.gov,"Department of Homeland Security",200,"https://www.dhs.gov/sitemap.xml",true,4500,0,0.6923076923076923
cpnireporting.gov,"Department of Homeland Security",404,"undefined",false,0,0,0
cisa.gov,"Department of Homeland Security",200,"https://www.cisa.gov/sitemap.xml",true,24631,9743,0.6494845360824743
cbp.gov,"Department of Homeland Security",200,"https://www.cbp.gov/sitemap.xml",true,18000,1,0.9821428571428571
youth.gov,"Department of Health and Human Services",403,"undefined",false,0,0,0
biometrics.gov,"Department of Homeland Security",200,"https://www.dhs.gov/biometrics",false,0,0,0
whitehouseconferenceonaging.gov,"Department of Health and Human Services",404,"https://whitehouseconferenceonaging.gov/sitemap.xml",false,0,0,1
visforvaccinated.gov,"Department of Health and Human Services",500,"undefined",false,0,0,0
womenshealth.gov,"Department of Health and Human Services",200,"https://womenshealth.gov/sitemap.xml",true,784,0,0.946236559139785
vacunas.gov,"Department of Health and Human Services",200,"https://www.vaccines.gov/en/",false,0,0,0
vacuna.gov,"Department of Health and Human Services",200,"https://www.vaccines.gov/en/",false,0,0,0
vacines.gov,"Department of Health and Human Services",200,"https://www.vaccines.gov/en/",false,0,0,0
vacine.gov,"Department of Health and Human Services",200,"https://www.vaccines.gov/en/",false,0,0,0
vaccine.gov,"Department of Health and Human Services",200,"https://www.vaccines.gov/en/",false,0,0,0
vaccines.gov,"Department of Health and Human Services",200,"https://www.vaccines.gov/en/",false,0,0,0
usbm.gov,"Department of Health and Human Services",500,"undefined",false,0,0,0
ojp.gov,"Department of Justice",200,"https://www.ojp.gov/sitemap.xml",true,18000,12,0.01754385964912286
tobacco.gov,"Department of Health and Human Services",500,"undefined",false,0,0,0
usphs.gov,"Department of Health and Human Services",404,"https://www.usphs.gov/sitemap.xml",false,0,0,0
therealcost.gov,"Department of Health and Human Services",200,"https://therealcost.betobaccofree.hhs.gov/sitemap.xml",true,38,0,1
tox21.gov,"Department of Health and Human Services",200,"https://tox21.gov/sitemap_index.xml",true,41,0,0.9375
thisfreelife.gov,"Department of Health and Human Services",404,"https://smokefree.gov/lgbt-and-smokingsitemap.xml",false,0,0,0
stopbullying.gov,"Department of Health and Human Services",200,"https://www.stopbullying.gov/sitemap.xml",true,510,58,0.9807692307692307
whaging.gov,"Department of Health and Human Services",500,"undefined",false,0,0,0
surgeongeneral.gov,"Department of Health and Human Services",404,"https://www.hhs.gov/surgeongeneral/not-found/sitemap.xml",false,0,0,0
thebraininitiative.gov,"Department of Health and Human Services",500,"https://braininitiative.nih.govsitemap.xml/",false,0,0,0
stopalcoholabuse.gov,"Department of Health and Human Services",200,"https://www.samhsa.gov/substance-use/prevention/iccpud",false,0,0,0
simplereport.gov,"Department of Health and Human Services",200,"https://www.simplereport.gov/sitemap.xml",true,48,1,1
smokefree.gov,"Department of Health and Human Services",200,"https://smokefree.gov/sitemap.xml",true,134,0,0.9583333333333334
selectagents.gov,"Department of Health and Human Services",404,"https://selectagents.gov/sitemap.xml",false,0,0,0
reproductivehealthservices.gov,"Department of Health and Human Services",200,"https://reproductivehealthservices.gov/sitemap.xml",false,0,0,1
recoverymonth.gov,"Department of Health and Human Services",200,"https://www.samhsa.gov/about/digital-toolkits/recovery-month",false,0,1,0
samhsa.gov,"Department of Health and Human Services",200,"https://www.samhsa.gov/sitemap.xml",true,3150,0,0.981859410430839
psc.gov,"Department of Health and Human Services",200,"https://www.hhs.gov/about/agencies/asa/psc/index.html",false,0,0,0
pandemicflu.gov,"Department of Health and Human Services",200,"https://www.cdc.gov/pandemic-flu/index.html",false,0,0,0
organdonor.gov,"Department of Health and Human Services",200,"https://www.organdonor.gov/sitemap.xml",true,285,0,0.8888888888888888
pubmed.gov,"Department of Health and Human Services",404,"https://pubmed.ncbi.nlm.nih.gov/sitemap.xml",false,0,0,0
opioids.gov,"Department of Health and Human Services",404,"https://www.hhs.gov/opioids/sitemap.xml",false,0,0,0
niosh.gov,"Department of Health and Human Services",500,"undefined",false,0,0,0
nnlm.gov,"Department of Health and Human Services",200,"https://www.nnlm.gov/sitemap.xml",true,1675,0,0.8356164383561644
nextlegends.gov,"Department of Health and Human Services",403,"undefined",false,0,0,0
nih.gov,"Department of Health and Human Services",200,"https://www.nih.gov/sitemap.xml",true,2777,0,0.8703703703703703
mymedicare.gov,"Department of Health and Human Services",500,"undefined",false,0,0,0
nlm.gov,"Department of Health and Human Services",200,"https://www.nlm.nih.gov/sitemap.xml",true,24941,4298,0.9615384615384616
mesh.gov,"Department of Health and Human Services",500,"undefined",false,0,0,0
phe.gov,"Department of Health and Human Services",500,"undefined",false,0,0,0
medlineplus.gov,"Department of Health and Human Services",200,"https://medlineplus.gov/sitemap.xml",true,25460,0,0.8636363636363636
mentalhealth.gov,"Department of Health and Human Services",200,"https://www.samhsa.gov/mental-health",false,0,0,0
medicare.gov,"Department of Health and Human Services",200,"https://www.medicare.gov/sitemap.xml",true,941,499,0.9090909090909091
medicalbillrights.gov,"Department of Health and Human Services",500,"undefined",false,0,0,0
medicalcountermeasures.gov,"Department of Health and Human Services",200,"https://www.medicalcountermeasures.gov/xmlsitemap",false,62,0,0.9444444444444444
medicaid.gov,"Department of Health and Human Services",200,"https://www.medicaid.gov/sitemap.xml",true,1533,0,0.9733333333333334
insurekidsnow.gov,"Department of Health and Human Services",200,"https://www.insurekidsnow.gov/sitemap.xml",true,240,0,0.9705882352941176
longtermcare.gov,"Department of Health and Human Services",404,"https://acl.gov/ltc/sitemap.xml",false,0,0,0
ihs.gov,"Department of Health and Human Services",200,"https://www.ihs.gov/sitemap.xml",true,6481,2,0.88125
ncifcrf.gov,"Department of Health and Human Services",500,"undefined",false,0,0,0
idealab.gov,"Department of Health and Human Services",503,"undefined",false,0,0,0
hrsa.gov,"Department of Health and Human Services",200,"https://www.hrsa.gov/sitemap.xml",true,2096,0,0.8125
hiv.gov,"Department of Health and Human Services",200,"https://www.hiv.gov/sitemap-index.xml",true,3073,0,0.9905660377358491
hhs.gov,"Department of Health and Human Services",200,"https://www.hhs.gov/sitemap.xml",true,0,0,0
healthypeople.gov,"Department of Health and Human Services",404,"https://odphp.health.gov/healthypeople/sitemap.xml",false,0,0,0
hhsoig.gov,"Department of Health and Human Services",500,"undefined",false,0,0,0
healthindicators.gov,"Department of Health and Human Services",500,"undefined",false,0,0,0
hearttruth.gov,"Department of Health and Human Services",200,"https://www.nhlbi.nih.gov/health-topics/education-and-awareness/heart-truth",false,0,0,0
healthfinder.gov,"Department of Health and Human Services",404,"https://odphp.health.gov/myhealthfinder/sitemap.xml",false,0,0,0
healthcare.gov,"Department of Health and Human Services",200,"https://www.healthcare.gov/sitemap-index.xml",true,754,0,0.92
healthdata.gov,"Department of Health and Human Services",200,"https://sa-socrata-sitemaps-us-east-1-fedramp-prod.s3.us-east-1.amazonaws.com/sitemaps/sitemap-healthdata.gov.xml",true,10002,0,0.1428571428571429
health.gov,"Department of Health and Human Services",200,"https://health.gov/sitemap.xml",true,1,0,0.018867924528301883
hc.gov,"Department of Health and Human Services",500,"undefined",false,0,0,0
guidelines.gov,"Department of Health and Human Services",403,"undefined",false,0,0,0
guideline.gov,"Department of Health and Human Services",403,"undefined",false,0,0,0
grants.gov,"Department of Health and Human Services",200,"https://grants.gov/sitemap.xml",true,424,0,0.8888888888888888
hhsops.gov,"Department of Health and Human Services",500,"undefined",false,0,0,0
gmta.gov,"Department of Health and Human Services",404,"https://gmta.gov/sitemap.xml",false,0,0,0
grantsolutions.gov,"Department of Health and Human Services",404,"https://www.grantsolutions.gov/sitemap.xml",false,0,0,0
globalhealth.gov,"Department of Health and Human Services",200,"https://www.hhs.gov/about/agencies/oga/index.html",false,0,0,0
fruitsandveggiesmatter.gov,"Department of Health and Human Services",500,"undefined",false,0,0,0
freshempire.gov,"Department of Health and Human Services",500,"undefined",false,0,0,0
girlshealth.gov,"Department of Health and Human Services",500,"undefined",false,0,0,0
flu.gov,"Department of Health and Human Services",200,"https://www.cdc.gov/flu/",false,0,0,0
foodsafety.gov,"Department of Health and Human Services",200,"https://www.globalsiteseo.com/foodsafetygov.GSM/foodsafetygov.gsm.index.en_super.xml",true,122,0,0.9666666666666667
fitness.gov,"Department of Health and Human Services",200,"https://odphp.health.gov/pcsfn",false,0,0,0
findtreatment.gov,"Department of Health and Human Services",200,"https://findtreatment.gov/sitemap.xml",false,0,0,1
fda.gov,"Department of Health and Human Services",200,"https://www.fda.gov/sitemap.xml",true,18000,0,0
fatherhood.gov,"Department of Health and Human Services",403,"undefined",false,0,0,0
familyplanning.gov,"Department of Health and Human Services",200,"https://reproductivehealthservices.gov/sitemap.xml",false,0,0,1
everytrycounts.gov,"Department of Health and Human Services",200,"https://everytrycounts.betobaccofree.hhs.gov/",false,0,0,1
findsupport.gov,"Department of Health and Human Services",404,"https://www.samhsa.gov/find-support/sitemap.xml",false,0,0,0
eldercare.gov,"Department of Health and Human Services",200,"https://eldercare.acl.gov/sitemap.xml",false,0,0,0
healthit.gov,"Department of Health and Human Services",200,"https://healthit.gov/sitemap_index.xml",true,3690,0,0.6527777777777778
donaciondeorganos.gov,"Department of Health and Human Services",500,"undefined",false,0,0,0
drugabuse.gov,"Department of Health and Human Services",200,"https://nida.nih.gov/sitemap.xml",true,1185,0,0.8941176470588236
encuentraapoyo.gov,"Department of Health and Human Services",404,"https://www.samhsa.gov/encuentra-apoyo/sitemap.xml",false,0,0,0
genome.gov,"Department of Health and Human Services",500,"undefined",false,0,0,0
docline.gov,"Department of Health and Human Services",404,"https://www.docline.gov/sitemap.xml",false,0,0,0
covidtests.gov,"Department of Health and Human Services",200,"https://www.whitehouse.gov/lab-leak-true-origins-of-covid-19/",false,0,5,0
cuidadodesalud.gov,"Department of Health and Human Services",200,"https://www.cuidadodesalud.gov/es/sitemap-index.xml",true,754,0,0.9019607843137255
covidtest.gov,"Department of Health and Human Services",200,"https://www.whitehouse.gov/lab-leak-true-origins-of-covid-19/",false,0,5,0
coronavirus.gov,"Department of Health and Human Services",200,"https://www.whitehouse.gov/lab-leak-true-origins-of-covid-19/",false,0,5,0
covid.gov,"Department of Health and Human Services",200,"https://www.whitehouse.gov/lab-leak-true-origins-of-covid-19/",false,0,5,0
cms.gov,"Department of Health and Human Services",200,"https://www.cms.gov/sitemap.xml",true,18000,11825,0.9608433734939759
diabetescommittee.gov,"Department of Health and Human Services",500,"undefined",false,0,0,0
dhhs.gov,"Department of Health and Human Services",500,"undefined",false,0,0,0
collegedrinkingprevention.gov,"Department of Health and Human Services",500,"https://arcr.niaaa.nih.gov/sitemap.xml",false,0,0,0
clinicaltrial.gov,"Department of Health and Human Services",500,"undefined",false,0,0,0
cerebrosano.gov,"Department of Health and Human Services",500,"undefined",false,0,0,0
cdcpartners.gov,"Department of Health and Human Services",500,"undefined",false,0,0,0
childcare.gov,"Department of Health and Human Services",200,"https://childcare.gov/sitemap.xml",true,100,0,0.18181818181818177
clinicaltrials.gov,"Department of Health and Human Services",200,"https://clinicaltrials.gov/assets/sitemap.xml",true,69,0,1
childwelfare.gov,"Department of Health and Human Services",200,"https://www.childwelfare.gov/sitemap-index.xml",true,3433,0,0.9803921568627451
brainhealth.gov,"Department of Health and Human Services",500,"undefined",false,0,0,0
cdc.gov,"Department of Health and Human Services",200,"https://www.cdc.gov/wcms-auto-sitemap-index.xml",true,4,0,0
birthcontrol.gov,"Department of Health and Human Services",200,"https://reproductivehealthservices.gov/sitemap.xml",false,0,0,1
betobaccofree.gov,"Department of Health and Human Services",500,"undefined",false,0,0,0
bam.gov,"Department of Health and Human Services",500,"undefined",false,0,0,0
brain.gov,"Department of Health and Human Services",200,"https://www.nih.gov/brain",false,0,0,0
aspr.gov,"Department of Health and Human Services",200,"https://www.aspr.gov/sitemap.xml",true,1693,6,0.9895833333333334
cancer.gov,"Department of Health and Human Services",200,"https://www.cancer.gov/sitemap.xml",true,14627,2290,0.90625
arpah.gov,"Department of Health and Human Services",404,"https://arpah.gov/sitemap.xml",false,0,0,0
arpa-h.gov,"Department of Health and Human Services",404,"https://arpa-h.gov/sitemap.xml",false,0,0,0
alzheimers.gov,"Department of Health and Human Services",405,"undefined",false,0,0,0
aids.gov,"Department of Health and Human Services",200,"https://www.hiv.gov/sitemap-index.xml",true,3073,0,0.9905660377358491
ahrq.gov,"Department of Health and Human Services",403,"undefined",false,0,0,0
ahcpr.gov,"Department of Health and Human Services",403,"undefined",false,0,0,0
aoa.gov,"Department of Health and Human Services",404,"https://acl.gov/about-acl/administration-aging/sitemap.xml",false,0,0,0
agingstats.gov,"Department of Health and Human Services",404,"https://agingstats.gov/sitemap.xml",false,0,0,0
aging.gov,"Department of Health and Human Services",404,"https://www.hhs.gov/aging/sitemap.xml",false,0,0,0
acl.gov,"Department of Health and Human Services",404,"https://acl.gov/sitemap.xml",false,0,0,0
acf.gov,"Department of Health and Human Services",202,"https://acf.gov/sitemap.xml",false,0,0,1
ymp.gov,"Department of Energy",500,"undefined",false,0,0,0
988.gov,"Department of Health and Human Services",200,"https://988lifeline.org/sitemap.xml",true,141,0,0.6666666666666667
wapa.gov,"Department of Energy",500,"undefined",false,0,0,0
unnpp.gov,"Department of Energy",500,"undefined",false,0,0,0
swpa.gov,"Department of Energy",500,"https://www.swpa.gov/sitemap.xml",false,0,0,0
bioethics.gov,"Department of Health and Human Services",500,"undefined",false,0,0,0
srs.gov,"Department of Energy",200,"https://public.srs.gov/sitemap_index.xml",true,783,0,0.8055555555555556
solardecathlon.gov,"Department of Energy",500,"undefined",false,0,0,0
sns.gov,"Department of Energy",200,"https://sns.gov/sitemap.xml",true,2417,0,0.6851851851851851
smartgrid.gov,"Department of Energy",200,"https://www.energy.gov/grid-talk/grid-talk",false,0,0,0
science.gov,"Department of Energy",404,"https://www.science.gov/sitemap.xml",false,0,0,0
srnl.gov,"Department of Energy",200,"https://www.srnl.gov/sitemap_index.xml",true,417,0,0.9692307692307692
scidac.gov,"Department of Energy",404,"https://www.scidac.gov/sitemap.xml",false,0,0,0
safgrandchallenge.gov,"Department of Energy",500,"undefined",false,0,0,0
rl.gov,"Department of Energy",500,"undefined",false,0,0,0
afterschool.gov,"Department of Health and Human Services",500,"undefined",false,0,0,0
pr100.gov,"Department of Energy",500,"undefined",false,0,0,0
pppo.gov,"Department of Energy",500,"undefined",false,0,0,0
rideelectric.gov,"Department of Energy",200,"https://driveelectric.gov/ride",false,0,6,0
unrpnet.gov,"Department of Energy",500,"undefined",false,0,0,0
sandia.gov,"Department of Energy",200,"https://www.sandia.gov/wp-sitemap.xml",true,18,0,0.08163265306122447
pcast.gov,"Department of Energy",500,"undefined",false,0,0,0
pnnl.gov,"Department of Energy",200,"https://www.pnnl.gov/sitemap.xml",true,18000,0,0.18965517241379315
ornl.gov,"Department of Energy",200,"https://www.ornl.gov/sitemap.xml",true,18000,0,0.94
osti.gov,"Department of Energy",200,"https://www.osti.gov/sitemap_ostigov/xml",false,0,0,0
pnl.gov,"Department of Energy",200,"https://www.pnnl.gov/sitemap.xml",true,18000,0,0.18965517241379315
nuclear.gov,"Department of Energy",500,"undefined",false,0,0,0
ntrc.gov,"Department of Energy",500,"undefined",false,0,0,0
nrelhub.gov,"Department of Energy",500,"undefined",false,0,0,0
nrel.gov,"Department of Energy",500,"undefined",false,0,0,0
orau.gov,"Department of Energy",400,"https://orise.orau.gov/%3C!doctype%20html%3E%3Chtml%20lang=",false,0,0,0
neup.gov,"Department of Energy",500,"http://neup.gov/sitemap.xml",false,0,0,0
ncrc.gov,"Department of Energy",500,"undefined",false,0,0,0
pppl.gov,"Department of Energy",200,"https://www.pppl.gov/sitemap.xml",true,1441,0,0.8405797101449275
llnl.gov,"Department of Energy",200,"https://www.llnl.gov/sitemap.xml",true,2138,0,0.8985507246376812
nccs.gov,"Department of Energy",500,"undefined",false,0,0,0
lbl.gov,"Department of Energy",200,"https://www.lbl.gov/sitemap_index.xml",true,152,0,1
nnss.gov,"Department of Energy",200,"https://nnss.gov/sitemap_index.xml",true,661,0,1
isotope.gov,"Department of Energy",500,"undefined",false,0,0,0
isotopes.gov,"Department of Energy",404,"https://isotopes.gov/sitemap.xml",false,0,0,0
lanl.gov,"Department of Energy",200,"https://www.lanl.gov/sitemap.xml",true,1730,0,1
inel.gov,"Department of Energy",500,"undefined",false,0,0,0
homeenergyscore.gov,"Department of Energy",500,"undefined",false,0,0,0
hydrogen.gov,"Department of Energy",200,"https://www.hydrogen.energy.gov/interagency",false,0,0,0
fueleconomy.gov,"Department of Energy",500,"https://fueleconomy.gov/sitemap.xml",false,0,0,0
fnal.gov,"Department of Energy",404,"https://www.fnal.gov/sitemap.xml",false,0,0,0
nersc.gov,"Department of Energy",200,"https://www.nersc.gov/sitemap.xml",true,517,0,0.7162162162162162
energysavers.gov,"Department of Energy",200,"https://www.energy.gov/energysaver/energy-saver",false,0,0,0
energycommunities.gov,"Department of Energy",500,"undefined",false,0,0,0
energysaver.gov,"Department of Energy",404,"https://www.energy.gov/energysaver/energy-saver/sitemap.xml",false,0,0,0
energycodes.gov,"Department of Energy",404,"https://energycodes.gov/sitemap.xml",false,0,0,0
energy.gov,"Department of Energy",200,"https://www.energy.gov/sitemap.xml",true,0,0,0
eia.gov,"Department of Energy",200,"https://www.eia.gov/sitemap.xml",true,133,0,0.4672897196261683
driveelectric.gov,"Department of Energy",404,"https://driveelectric.gov/sitemap.xml",false,0,0,0
doe.gov,"Department of Energy",200,"https://www.energy.gov/sitemap.xml",true,0,0,0
citap.gov,"Department of Energy",404,"https://citap.gov/sitemap.xml",false,0,0,0
cendi.gov,"Department of Energy",404,"https://cendi.gov/sitemap.xml",false,0,0,0
cebaf.gov,"Department of Energy",500,"undefined",false,0,0,0
buildingamerica.gov,"Department of Energy",500,"undefined",false,0,0,0
bpa.gov,"Department of Energy",200,"https://www.bpa.gov/sitemap.xml",false,0,0,0
casl.gov,"Department of Energy",404,"https://www.casl.gov/wp-sitemap.xml",false,0,0,0
inl.gov,"Department of Energy",200,"https://inl.gov/sitemap_index.xml",true,1813,88,0.9166666666666666
biomassboard.gov,"Department of Energy",404,"http://www.biomassboard.gov/sitemap.xml",false,0,0,1
bnl.gov,"Department of Energy",404,"https://www.bnl.gov/sitemap.xml",false,0,0,0
arm.gov,"Department of Energy",404,"https://arm.gov/sitemap.xml",false,0,0,0
anl.gov,"Department of Energy",403,"https://www.anl.gov/sitemap.xml",false,0,0,0
studentaid.gov,"Department of Education",200,"https://studentaid.gov/sitemap.xml",true,1899,0,1
studentloans.gov,"Department of Education",200,"https://studentaid.gov/sitemap.xml",true,1899,0,1
hanford.gov,"Department of Energy",404,"https://www.hanford.gov/sitemap.xml",false,0,0,0
nationsreportcard.gov,"Department of Education",404,"https://www.nationsreportcard.gov/sitemap.xml",false,0,0,0
g5.gov,"Department of Education",200,"https://g5.gov/sitemap.xml",false,0,0,1
fafsa.gov,"Department of Education",200,"https://studentaid.gov/h/apply-for-aid/fafsa",false,0,0,1
ameslab.gov,"Department of Energy",200,"https://www.ameslab.gov/sitemap.xml",true,2261,0,0.8648648648648649
nagb.gov,"Department of Education",200,"https://www.nagb.gov/sitemap.xml",true,1090,0,0.9056603773584906
budgetlob.gov,"Department of Education",500,"undefined",false,0,0,0
collegenavigator.gov,"Department of Education",200,"https://nces.ed.gov/collegenavigator/",false,0,0,0
childstats.gov,"Department of Education",404,"https://www.childstats.gov/sitemap.xml",false,0,0,0
tswg.gov,"Department of Defense",522,"undefined",false,0,0,0
ed.gov,"Department of Education",200,"https://www.ed.gov/sitemap.xml",true,0,0,0
oneaftac.gov,"Department of Defense",500,"undefined",false,0,0,0
tak.gov,"Department of Defense",421,"undefined",false,0,0,0
oea.gov,"Department of Defense",500,"undefined",false,0,0,0
nsa.gov,"Department of Defense",404,"https://www.nsa.gov/sitemap.xml",false,0,0,0
nro.gov,"Department of Defense",404,"https://www.nro.gov/sitemap.xml",false,0,0,0
oldcc.gov,"Department of Defense",500,"undefined",false,0,0,0
nbib.gov,"Department of Defense",500,"undefined",false,0,0,0
nrd.gov,"Department of Defense",200,"https://nrd.gov/sitemap.xml",true,7909,0,1
usandc.gov,"Department of Defense",500,"undefined",false,0,0,0
mtmc.gov,"Department of Defense",500,"undefined",false,0,0,0
lps.gov,"Department of Defense",500,"undefined",false,0,0,0
nationalresourcedirectory.gov,"Department of Defense",200,"https://nrd.gov/sitemap.xml",true,7909,0,1
nsep.gov,"Department of Defense",500,"undefined",false,0,0,0
itc.gov,"Department of Defense",500,"undefined",false,0,0,0
iwtsd.gov,"Department of Defense",200,"https://iwtsd.gov/sitemap.xml",false,0,0,1
ioss.gov,"Department of Defense",500,"undefined",false,0,0,0
jccs.gov,"Department of Defense",500,"undefined",false,0,0,0
mypay.gov,"Department of Defense",500,"undefined",false,0,0,0
iad.gov,"Department of Defense",500,"undefined",false,0,0,0
intelligencecareers.gov,"Department of Defense",404,"https://www.usajobs.gov/sitemap.xml",false,0,0,0
fvap.gov,"Department of Defense",404,"https://www.fvap.gov/sitemap.xml",false,0,0,0
dc3on.gov,"Department of Defense",500,"undefined",false,0,0,0
hive.gov,"Department of Defense",404,"https://www.hive.gov/sitemap.xml",false,0,0,0
fehrm.gov,"Department of Defense",200,"https://www.fehrm.gov/sitemap-index.xml",true,82,0,0.96875
ctoc.gov,"Department of Defense",500,"undefined",false,0,0,0
cnss.gov,"Department of Defense",500,"undefined",false,0,0,0
cttso.gov,"Department of Defense",522,"https://www.cttso.gov/sitemap.xml",false,0,0,1
capnhq.gov,"Department of Defense",404,"https://www.capnhq.gov/sitemap.xml",false,0,0,0
defense.gov,"Department of Defense",404,"https://www.war.gov/sitemap.xml",false,0,0,0
cap.gov,"Department of Defense",200,"https://www.gocivilairpatrol.com/",false,0,1,0
cmts.gov,"Department of Defense",404,"https://www.cmts.gov/sitemap.xml",false,0,0,0
businessdefense.gov,"Department of Defense",500,"undefined",false,0,0,0
altusandc.gov,"Department of Defense",500,"undefined",false,0,0,0
firecode.gov,"Department of the Interior",500,"undefined",false,0,0,0
aftac.gov,"Department of Defense",500,"undefined",false,0,0,0
xd.gov,"Department of Commerce",200,"https://xd.gov/sitemap.xml",true,275,0,1
wwtg.gov,"Department of Commerce",200,"https://www.wwtg.gov/sitemap.xml",true,71,38,1
weather.gov,"Department of Commerce",404,"https://www.weather.gov/sitemap.xml",false,0,0,0
uspto.gov,"Department of Commerce",200,"https://www.uspto.gov/sitemap.xml",true,69734,25425,0.9645390070921985
usicecenter.gov,"Department of Commerce",200,"https://usicecenter.gov/sitemap.xml",true,491,195,0.8333333333333334
tsunami.gov,"Department of Commerce",403,"undefined",false,0,0,0
time.gov,"Department of Commerce",404,"https://time.gov/sitemap.xml",false,0,0,1
techhubs.gov,"Department of Commerce",200,"https://www.eda.gov/funding/programs/regional-technology-and-innovation-hubs",false,0,4,0
trade.gov,"Department of Commerce",200,"https://www.trade.gov/sitemap.xml",true,13188,0,0.8904109589041096
sworm.gov,"Department of Commerce",404,"https://www.sworm.gov/sitemap.xml",false,0,0,0
standards.gov,"Department of Commerce",200,"https://www.nist.gov/standardsgov",false,0,0,0
